coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_chronically_homeless,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,poverty,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,mean_annual_temperature,public_welfare_expenditures_per_capita,total_expenditures_per_capita,year
MA-507,"Pittsfield/Berkshire, Franklin, Hampshire Counties CoC",591.0,490.0,101.0,79.0,190284,174321,15963,356239,7606.0,7070.0,536.0,32250,59279.99655568312,181244.73918705963,263658.5713607263,48.14,3657.2983,12356.728,2020
MA-511,"Quincy, Brockton, Weymouth, Plymouth City and County CoC",1079.0,1049.0,30.0,198.0,284260,256005,28255,523738,9625.0,9240.0,385.0,36890,74034.0,310191.8749512199,424222.6857611604,48.14,3657.2983,12356.728,2020
MD-502,Harford County CoC,166.0,153.0,13.0,15.0,141932,134078,7854,256805,3164.0,2689.0,475.0,15611,63432.0,194272.5885726189,296500.84543298144,54.61,2404.803,11116.916,2020
MD-503,Annapolis/Anne Arundel County CoC,319.0,229.0,90.0,54.0,318737,300973,17764,582777,5988.0,5149.0,839.0,29711,72197.0,255490.41174989604,367520.28121279174,54.61,2404.803,11116.916,2020
MD-504,Howard County CoC,139.0,99.0,40.0,30.0,189779,180388,9391,328200,3718.0,3123.0,595.0,17817,81969.0,311207.0925136457,463384.6533124245,54.61,2404.803,11116.916,2020
MD-505,Baltimore County CoC,712.0,496.0,216.0,188.0,454046,424267,29779,826017,12312.0,10095.0,2217.0,71471,66585.0,166594.50665477404,255477.15546004486,54.61,2404.803,11116.915999999997,2020
MD-506,Carroll County CoC,130.0,107.0,23.0,28.0,95420,90766,4654,169092,1442.0,1283.0,159.0,8614,66901.0,239068.47195973666,344121.0669974732,54.60999999999999,2404.803,11116.916,2020
MD-509,Frederick City & County CoC,299.0,249.0,50.0,198.0,138108,130318,7790,265161,2405.0,2212.0,193.0,16024,66664.0,240601.5988158146,349206.623988041,54.61,2404.803,11116.916,2020
MD-511,Mid-Shore Regional CoC,157.0,129.0,28.0,28.0,62307,58629,3678,121509,1673.0,1484.0,189.0,14360,59871.66166292209,132597.55038323672,236741.637391124,54.61,2404.803,11116.916,2020
MD-513,"Wicomico, Somerset, Worcester Counties CoC",310.0,256.0,54.0,73.0,84118,77009,7109,181846,2810.0,2375.0,435.0,24602,47076.37091824951,105336.20876654523,189337.76628558812,54.61,2404.803,11116.916,2020
MD-601,Montgomery County CoC,670.0,567.0,103.0,10.0,559037,525071,33966,1051816,12902.0,11869.0,1033.0,70020,89552.0,302211.74741233705,485264.5507007192,54.61,2404.803,11116.916,2020
ME-500,Maine Balance of State CoC,2097.0,1956.0,141.0,248.0,670595,636659,33936,1350141,26927.0,24398.0,2529.0,139615,54211.36725127228,157044.0626791225,234596.6307699853,43.09,2872.7354,9701.7904,2020
MI-500,Michigan Balance of State CoC,1502.0,1230.0,272.0,124.0,882429,798737,83692,1935469,23340.0,21415.0,1925.0,237700,45813.811804787365,61375.447303688554,126515.66567709035,46.64,1940.1396000000002,9505.7647,2020
MI-503,"St. Clair Shores, Warren/Macomb County CoC",251.0,199.0,52.0,23.0,443160,391142,52018,870791,9209.0,8288.0,921.0,79269,52195.0,108645.05738738374,181989.69965158522,46.64,1940.1396,9505.7647,2020
MI-504,"Pontiac, Royal Oak/Oakland County CoC",459.0,335.0,124.0,61.0,654755,595203,59552,1253459,12457.0,10962.0,1495.0,97171,76941.0,158322.01352317317,261264.6341858353,46.64,1940.1396,9505.7647,2020
MI-505,Flint/Genesee County CoC,349.0,276.0,73.0,48.0,180263,159494,20769,404794,6347.0,5521.0,826.0,73344,46152.0,30329.369138417445,117090.70340258289,46.64,1940.1395999999997,9505.7647,2020
MI-506,"Grand Rapids, Wyoming/Kent County CoC",923.0,837.0,86.0,185.0,357380,329198,28182,658708,11167.0,10161.0,1006.0,71769,57397.0,158839.22317174103,230540.99859162178,46.64,1940.1396,9505.7647,2020
MI-507,"Portage, Kalamazoo City & County CoC",639.0,496.0,143.0,160.0,132296,122352,9944,265988,4172.0,3921.0,251.0,30871,52403.0,105735.09103042538,181089.94210204761,46.64,1940.1396,9505.7647,2020
MI-508,"Lansing, East Lansing/Ingham County CoC",512.0,482.0,30.0,33.0,146981,135577,11404,290609,6176.0,5558.0,618.0,37873,44957.0,69733.53086347683,139455.03359158657,46.64,1940.1396,9505.7647,2020
MI-509,Washtenaw County CoC,274.0,257.0,17.0,59.0,194032,181053,12979,366473,6060.0,5332.0,728.0,41374,63655.0,180718.36777121833,295302.02492539946,46.63999999999999,1940.1396,9505.7647,2020
MI-510,Saginaw City & County CoC,431.0,421.0,10.0,22.0,84794,76066,8728,189868,4074.0,3788.0,286.0,29160,45328.0,36434.66784171735,96741.58561200694,46.64,1940.1396,9505.7647,2020
MI-511,Lenawee County CoC,168.0,161.0,7.0,22.0,45756,41546,4210,97808,603.0,566.0,37.0,8860,44821.0,76057.32809252189,150211.98109932197,46.64,1940.1396,9505.7647,2020
MI-512,"Grand Traverse, Antrim, Leelanau Counties CoC",211.0,183.0,28.0,54.0,86221,78351,7870,174639,986.0,864.0,122.0,16068,56084.882866942666,127735.05311167802,225955.42378879985,46.64000000000001,1940.1396,9505.7647,2020
MI-514,Battle Creek/Calhoun County CoC,229.0,182.0,47.0,58.0,62032,55821,6211,133580,2346.0,2064.0,282.0,19661,44729.0,49284.66237336539,108085.84424829134,46.64,1940.1396,9505.7647,2020
MI-515,Monroe City & County CoC,184.0,182.0,2.0,17.0,74492,67671,6821,150568,1904.0,1751.0,153.0,14444,52028.0,109463.86975087062,177433.62662478272,46.64,1940.1396,9505.7647,2020
MI-516,"Norton Shores, Muskegon City & County CoC",129.0,122.0,7.0,9.0,77752,68560,9192,173883,2530.0,2277.0,253.0,20887,44000.0,70502.68169768287,142680.43087017897,46.64,1940.1396,9505.7647,2020
MI-517,Jackson City & County CoC,100.0,75.0,25.0,6.0,74670,67766,6904,156920,2502.0,2326.0,176.0,18835,44889.0,72611.52226250625,146314.94598545917,46.64,1940.1396,9505.7647,2020
MI-518,Livingston County CoC,47.0,47.0,0.0,1.0,101006,92311,8695,192335,395.0,355.0,40.0,10151,62622.0,187524.56736111944,279663.36217101547,46.64,1940.1396000000002,9505.7647,2020
MI-519,Holland/Ottawa County CoC,270.0,262.0,8.0,8.0,160033,148750,11283,294635,1041.0,968.0,73.0,19048,52759.0,174723.83816565256,240371.65727843653,46.64,1940.1396,9505.7647,2020
MI-523,Eaton County CoC,111.0,110.0,1.0,1.0,56349,51903,4446,110148,1104.0,982.0,122.0,8409,47407.0,116238.57505100043,182993.58585057172,46.64,1940.1396000000002,9505.7647,2020
MN-500,Minneapolis/Hennepin County CoC,3049.0,2407.0,642.0,711.0,717935,670358,47577,1268408,26220.0,24122.0,2098.0,115824,79183.0,214787.02781938692,307794.7309845439,42.98,3158.3199,11621.652,2020
MN-501,St. Paul/Ramsey County CoC,1630.0,1292.0,338.0,417.0,291543,271062,20481,547903,15705.0,14291.0,1414.0,66975,58557.0,187723.89905039626,258333.1968066725,42.98,3158.3199,11621.652,2020
MN-502,Rochester/Southeast Minnesota CoC,459.0,393.0,66.0,79.0,387049,365936,21113,679059,10039.0,8948.0,1091.0,52682,55162.95930103275,131540.39602157645,202497.0087338169,42.98,3158.3199,11621.652,2020
MN-503,"Dakota, Anoka, Washington, Scott, Carver Counties CoC",561.0,415.0,146.0,115.0,739814,694897,44917,1314458,10136.0,9373.0,763.0,67595,64778.66356931906,224308.53009279654,307909.73030599876,42.98,3158.3198999999995,11621.652,2020
MN-504,Northeast Minnesota CoC,143.0,82.0,61.0,11.0,62050,57095,4955,125000,1976.0,1752.0,224.0,12008,48658.466216,86140.03340867416,162583.3654037868,42.98,3158.3199,11621.652,2020
MN-505,St. Cloud/Central Minnesota CoC,864.0,466.0,398.0,142.0,414215,387275,26940,765691,6891.0,6187.0,704.0,58439,50805.97300347007,159247.7217491389,232239.52449666854,42.98,3158.3199,11621.652,2020
MN-506,Northwest Minnesota CoC,320.0,317.0,3.0,60.0,88934,83209,5725,165806,3242.0,2707.0,535.0,16396,53067.48281123723,79395.8535512858,157426.4496832287,42.98,3158.3199,11621.652,2020
MN-508,Moorhead/West Central Minnesota CoC,223.0,223.0,0.0,32.0,135979,129014,6965,246469,4444.0,3730.0,714.0,21207,52111.72544620216,120697.16591596951,204790.59529487454,42.98,3158.3199,11621.652,2020
MN-511,Southwest Minnesota CoC,79.0,68.0,11.0,14.0,151214,143649,7565,266926,4514.0,3818.0,696.0,21416,56499.280905569336,74909.5119652082,146411.35836075444,42.98,3158.3198999999995,11621.652,2020
MO-503,"St. Charles City & County, Lincoln, Warren Counties CoC",392.0,267.0,125.0,18.0,47571,44724,2847,96713,1564.0,1131.0,433.0,8881,44402.43133808278,121943.4986040504,201323.27328274326,54.7,1688.7920999999997,8510.9971,2020
MO-600,"Springfield/Greene, Christian, Webster Counties CoC",540.0,452.0,88.0,134.0,212420,201175,11245,425511,3021.0,2449.0,572.0,54271,45500.12338341429,106424.05444094037,170348.17879650585,54.699999999999996,1688.7921,8510.997100000002,2020
MO-602,"Joplin/Jasper, Newton Counties CoC",313.0,243.0,70.0,56.0,82380,77638,4742,180099,2354.0,2151.0,203.0,26095,42255.298169340196,76337.56248204572,135819.94046978178,54.7,1688.7921,8510.9971,2020
MO-603,"St. Joseph/Andrew, Buchanan, DeKalb Counties CoC",241.0,199.0,42.0,86.0,57505,54765,2740,115060,2298.0,2039.0,259.0,13537,42941.86808621589,55166.70544925297,121749.8972630242,54.7,1688.7920999999997,8510.9971,2020
MO-606,Missouri Balance of State CoC,1569.0,917.0,652.0,260.0,1138753,1073038,65715,2451365,28196.0,23847.0,4349.0,322126,43034.71294401283,76598.85062981378,142543.57247956612,54.7,1688.7921,8510.9971,2020
MS-500,"Jackson/Rankin, Madison Counties CoC",406.0,293.0,113.0,80.0,259896,240520,19376,563586,10597.0,9959.0,638.0,99824,49247.8810190459,74902.18722413761,141378.2281939479,63.5,2211.0543,9363.972,2020
MS-501,Mississippi Balance of State CoC,447.0,220.0,227.0,63.0,775417,714224,61193,1876199,34276.0,31819.0,2457.0,352988,40416.96715273806,60372.02920283188,115552.1752832611,63.5,2211.0543,9363.972000000002,2020
MS-503,Gulf Port/Gulf Coast Regional CoC,254.0,68.0,186.0,3.0,201947,183886,18061,499264,10289.0,9643.0,646.0,76530,40889.83828195103,75069.64908703722,143018.25736246162,63.5,2211.0543,9363.972,2020
MT-500,Montana Statewide CoC,1545.0,1085.0,460.0,223.0,545342,513548,31794,1080577,13867.0,11728.0,2139.0,130711,53360.5333742991,192491.86779133466,287485.78135607723,44.18,2268.1595,9576.8284,2020
NC-500,Winston-Salem/Forsyth County CoC,504.0,447.0,57.0,136.0,179835,166784,13051,383843,7840.0,6664.0,1176.0,48382,51323.0,95450.67881082807,173544.0219349946,58.7,1625.9191,8957.2366,2020
NC-501,Asheville/Buncombe County CoC,547.0,482.0,65.0,110.0,133240,122360,10880,263477,4451.0,3872.0,579.0,35693,53309.0,211066.63516930552,306077.0456392416,58.7,1625.9191,8957.2366,2020
NC-502,Durham City & County CoC,349.0,272.0,77.0,61.0,169008,158365,10643,327306,5623.0,4892.0,731.0,36583,54056.0,182899.50164929617,267623.61918988667,58.699999999999996,1625.9191,8957.2366,2020
NC-503,North Carolina Balance of State CoC,3185.0,2189.0,996.0,324.0,2244325,2084987,159338,5261601,63435.0,56305.0,7130.0,732748,44464.606408391664,94524.58202225904,173333.7726854929,58.699999999999996,1625.9191,8957.2366,2020
NC-504,"Greensboro, High Point CoC",624.0,434.0,190.0,33.0,251807,230764,21043,540521,10653.0,9161.0,1492.0,69163,49856.0,87203.65880800512,170360.6679430245,58.7,1625.9191,8957.2366,2020
NC-505,Charlotte/Mecklenburg County CoC,1604.0,1390.0,214.0,286.0,605131,559368,45763,1128945,10849.0,10523.0,326.0,122098,65244.0,184808.8411044815,269207.1897836271,58.7,1625.9191,8957.2366,2020
NC-506,"Wilmington/Brunswick, New Hanover, Pender Counties CoC",350.0,231.0,119.0,52.0,197504,182857,14647,450323,4663.0,3548.0,1115.0,47789,48109.8020820611,174548.79975691164,271772.51759963715,58.7,1625.9191,8957.2366,2020
NC-507,Raleigh/Wake County CoC,974.0,742.0,232.0,103.0,571230,535082,36148,1132271,7423.0,7126.0,297.0,82129,65450.0,221330.46624146297,327724.4156305902,58.7,1625.9191,8957.2366,2020
NC-509,"Gastonia/Cleveland, Gaston, Lincoln Counties CoC",325.0,140.0,185.0,78.0,196248,181501,14747,413700,4789.0,4439.0,350.0,51136,44809.398153251146,94878.74408162713,178085.84598441096,58.7,1625.9191,8957.2366,2020
NC-511,Fayetteville/Cumberland County CoC,297.0,132.0,165.0,40.0,123440,112009,11431,336364,4146.0,3855.0,291.0,58933,42992.0,62645.54974449307,128265.66778479399,58.7,1625.9191,8957.2366,2020
NC-513,Chapel Hill/Orange County CoC,124.0,105.0,19.0,13.0,76140,72149,3991,149077,1197.0,1005.0,192.0,14297,67089.0,185500.2975666289,318885.6003249191,58.7,1625.9191,8957.2366,2020
NC-516,Northwest North Carolina CoC,397.0,158.0,239.0,36.0,91478,85529,5949,213395,2805.0,2630.0,175.0,30737,39822.7557815319,108659.3492047723,190047.78812450106,58.7,1625.9191,8957.2366,2020
ND-500,North Dakota Statewide CoC,541.0,507.0,34.0,92.0,376279,357589,18690,696602,13071.0,9868.0,3203.0,66539,61511.05376097112,131271.9486029791,207617.43176532342,40.8,2156.516,12354.657,2020
NE-500,Nebraska Balance of State CoC,542.0,517.0,25.0,19.0,456464,439446,17018,833187,11813.0,10248.0,1565.0,77708,54532.38762006608,80639.89219878621,149781.10169162037,49.88,1495.0636,9752.031,2020
NE-501,"Omaha, Council Bluffs CoC",1405.0,1328.0,77.0,338.0,449028,426864,22164,856516,13036.0,11563.0,1473.0,72720,61466.43595682976,135772.19394587065,209274.22097436443,49.69040550322469,1580.055478656324,9895.139650224866,2020
NH-500,New Hampshire Balance of State CoC,877.0,632.0,245.0,340.0,522963,488787,34176,947540,13695.0,12745.0,950.0,63210,67339.36936382634,205930.09776726237,299004.82218042813,44.49,1875.913,8894.5312,2020
NJ-500,Atlantic City & County CoC,443.0,286.0,157.0,146.0,124023,102850,21173,262945,7613.0,6775.0,838.0,35571,55802.0,117864.475693726,204162.51043184506,51.93,2128.8195,10246.725,2020
NJ-501,Bergen County CoC,352.0,346.0,6.0,9.0,495140,449744,45396,930394,11582.0,10887.0,695.0,59225,91972.0,353582.8281533088,484858.73395707755,51.93,2128.8195,10246.725,2020
NJ-502,Burlington County CoC,553.0,528.0,25.0,97.0,239790,220858,18932,446596,1802.0,1747.0,55.0,25900,67154.0,156783.3646947622,248047.11610550192,51.93,2128.8195,10246.725,2020
NJ-503,"Camden City & County/Gloucester, Cape May, Cumberland Counties CoC",1047.0,800.0,247.0,265.0,537103,484068,53035,1038608,20940.0,19744.0,1196.0,108502,58176.08807172677,120844.86988341608,208032.39082281204,51.93,2128.8195,10246.725,2020
NJ-504,Newark/Essex County CoC,2209.0,1796.0,413.0,313.0,388321,344710,43611,800501,34532.0,30733.0,3799.0,111465,70497.0,259558.40971151987,409580.46748165885,51.93,2128.8195,10246.725,2020
NJ-506,"Jersey City, Bayonne/Hudson County CoC",944.0,646.0,298.0,314.0,373507,335570,37937,671666,24123.0,22916.0,1207.0,86854,71682.0,296470.0009747105,451889.20545186056,51.93000000000001,2128.8195,10246.725,2020
NJ-507,New Brunswick/Middlesex County CoC,666.0,565.0,101.0,90.0,447575,409642,37933,822736,10252.0,9841.0,411.0,59132,66640.0,245974.3387739358,350910.0304785887,51.92999999999999,2128.8195,10246.725,2020
NJ-508,Monmouth County CoC,399.0,340.0,59.0,88.0,337006,308222,28784,618381,10621.0,9665.0,956.0,35894,86091.0,288853.544839934,442651.01392162853,51.93,2128.8195,10246.725,2020
NJ-509,Morris County CoC,354.0,325.0,29.0,51.0,261858,242323,19535,491087,3841.0,3610.0,231.0,22653,102227.0,302105.6329978746,440936.1020831295,51.93,2128.8195,10246.725,2020
NJ-510,Lakewood Township/Ocean County CoC,349.0,324.0,25.0,44.0,289547,263207,26340,614237,5728.0,5498.0,230.0,63592,57344.0,199337.66814793297,311894.3150533022,51.93,2128.8195,10246.725,2020
NJ-511,Paterson/Passaic County CoC,583.0,393.0,190.0,122.0,253441,222723,30718,500382,11904.0,10713.0,1191.0,83071,55775.0,258587.04865151233,355161.20869648893,51.93000000000001,2128.8195,10246.725,2020
NJ-512,Salem County CoC,32.0,22.0,10.0,9.0,30636,27807,2829,62451,1462.0,1418.0,44.0,7466,54578.0,75425.14323807659,153966.81040107802,51.93,2128.8195,10246.725,2020
NJ-513,Somerset County CoC,342.0,332.0,10.0,18.0,174553,161515,13038,329331,2266.0,2175.0,91.0,15563,112825.0,275194.8883300714,420857.3268169328,51.92999999999999,2128.8195,10246.725,2020
NJ-514,Trenton/Mercer County CoC,556.0,451.0,105.0,71.0,211802,196545,15257,367239,7937.0,7381.0,556.0,33028,74218.0,122928.19033376484,258389.750412623,51.93,2128.8195,10246.725,2020
NJ-515,Elizabeth/Union County CoC,484.0,419.0,65.0,42.0,286019,258755,27264,555394,9609.0,8744.0,865.0,50517,72543.0,265994.64983708295,381876.03422244155,51.93,2128.8195,10246.725,2020
NJ-516,"Warren, Sussex, Hunterdon Counties CoC",349.0,308.0,41.0,64.0,200007,183849,16158,370423,3608.0,3463.0,145.0,19957,74924.30373923866,192590.3547554263,300876.7988822389,51.93,2128.8195,10246.725,2020
NM-501,New Mexico Balance of State CoC,1747.0,1055.0,692.0,981.0,462857,425077,37780,1084373,12845.0,10335.0,2510.0,179370,47004.69155355215,118561.91673975514,199667.03064275478,53.07,3487.5088,11192.455,2020
NV-500,Las Vegas/Clark County CoC,5283.0,1822.0,3461.0,1131.0,1106764,935250,171514,2315963,16210.0,16047.0,163.0,301418,51244.0,218081.00701410414,308337.9916388492,57.3,1524.2828,8675.1879,2020
NV-501,"Reno, Sparks/Washoe County CoC",1231.0,772.0,459.0,148.0,248708,228218,20490,477082,4979.0,4481.0,498.0,47922,66076.0,286322.3351351035,401355.0973473768,57.3,1524.2828,8675.1879,2020
NV-502,Nevada Balance of State CoC,386.0,97.0,289.0,90.0,124067,114718,9349,286229,1141.0,902.0,239.0,30481,52697.61182479763,181370.10373085388,281934.4192970854,57.3,1524.2828,8675.1879,2020
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",815.0,771.0,44.0,96.0,367856,337779,30077,740900,18433.0,16774.0,1659.0,100122,58299.0,110939.39087108812,172571.05481706883,48.17,4119.0055,15372.859,2020
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",252.0,231.0,21.0,15.0,137174,126499,10675,302949,5259.0,4766.0,493.0,36850,48267.9387487663,63842.59355302863,114299.77784020701,48.17000000000001,4119.0055,15372.859,2020
NY-503,Albany City & County CoC,820.0,766.0,54.0,116.0,159996,148962,11034,303654,8764.0,7537.0,1227.0,32736,66632.0,172911.83837571568,246248.15020019514,48.17,4119.0055,15372.859,2020
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",618.0,598.0,20.0,53.0,315026,289630,25396,651589,15524.0,13988.0,1536.0,81251,55443.91831507284,94873.15523246536,149072.3484172637,48.17,4119.0055,15372.859,2020
NY-507,Schenectady City & County CoC,434.0,409.0,25.0,17.0,78680,72622,6058,155358,3755.0,3529.0,226.0,16562,58210.0,131606.41970887806,193644.1565087078,48.17,4119.0055,15372.858999999999,2020
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",872.0,839.0,33.0,29.0,612879,557109,55770,1262074,31464.0,28257.0,3207.0,155962,54870.50304261081,111857.35958761149,176703.7157969175,48.17,4119.0055,15372.859000000002,2020
NY-510,Ithaca/Tompkins County CoC,133.0,99.0,34.0,60.0,49802,46903,2899,101058,2727.0,2536.0,191.0,10927,49486.0,148938.26633248088,228427.69598324096,48.17,4119.0055,15372.859,2020
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",317.0,301.0,16.0,39.0,197922,182802,15120,433866,5818.0,4951.0,867.0,59979,48596.91600401967,75335.22394000432,125706.59278113912,48.169999999999995,4119.0055,15372.859,2020
NY-512,Troy/Rensselaer County CoC,232.0,218.0,14.0,14.0,82398,76864,5534,158108,3510.0,2843.0,667.0,15925,54748.0,139577.3370685988,204969.7641190994,48.17,4119.0055,15372.858999999999,2020
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",301.0,294.0,7.0,67.0,127283,118314,8969,258201,4194.0,3759.0,435.0,24802,53187.395625888355,99973.278658937,165240.99132460242,48.17,4119.0055,15372.859000000002,2020
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",112.0,110.0,2.0,5.0,54130,49517,4613,126032,2627.0,2416.0,211.0,17909,45357.0,53026.522827806184,100742.13039460061,48.17,4119.0055,15372.859,2020
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",191.0,177.0,14.0,23.0,164278,151533,12745,358769,8195.0,7029.0,1166.0,40730,49493.40774147153,81829.51402523983,136915.2884074795,48.17,4119.005499999999,15372.859000000002,2020
NY-519,"Columbia, Greene Counties CoC",170.0,169.0,1.0,1.0,51732,48237,3495,106711,1418.0,1258.0,160.0,10922,57156.40724948693,154421.2791389183,235138.47798254644,48.17,4119.0055,15372.859,2020
NY-520,"Franklin, Essex Counties CoC",39.0,39.0,0.0,0.0,36502,33617,2885,86856,1984.0,1818.0,166.0,10581,46049.89648383531,62464.20099478817,128074.77148074591,48.17000000000001,4119.0055,15372.858999999999,2020
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",67.0,48.0,19.0,7.0,56013,51425,4588,134282,3190.0,2952.0,238.0,16353,53579.430482119715,81079.38457410692,143001.06661977406,48.17,4119.0055,15372.858999999999,2020
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",308.0,297.0,11.0,52.0,183589,171086,12503,359005,3818.0,3396.0,422.0,26667,68761.6664614699,169561.1868307888,252266.68402462747,48.17,4119.0055,15372.859,2020
