coc_number,coc_name,overall_homeless,sheltered_total_homeless,unsheltered_homeless,overall_homeless_male,overall_homeless_female,overall_homeless_white,overall_homeless_hispanic_latino,overall_homeless_black_african_american_or_african,overall_homeless_asian_or_asian_american,labor_force,employed,unemployed,population,affordable_units_total,affordable_units_occupied,affordable_units_vacant,per_capita_income,zhvi_bottom_tier_value,zhvi_all_homes_value,ec_county,child_ec_county,ec_grp_mem_county,ec_high_county,child_high_ec_county,ec_grp_mem_high_county,exposure_grp_mem_county,exposure_grp_mem_high_county,child_exposure_county,child_high_exposure_county,bias_grp_mem_county,bias_grp_mem_high_county,child_bias_county,child_high_bias_county,clustering_county,support_ratio_county,volunteering_rate_county,civic_organizations_county
NM-501,New Mexico Balance of State CoC,1180.0,818.0,362.0,641.0,526.0,719.0,597.0,53.0,7.0,505069,467244,37825,1206674,13708.0,10993.0,2715.0,49487.960726758014,136965.04689339234,222612.7608908129,0.627286416786978,0.7488500512684536,0.5989609274333664,1.113853635551342,0.9542031437507894,1.107617907156208,0.6903401631461522,0.9339609644117052,0.7589554384785369,0.8538846699079204,0.1368517298445363,-0.18892179509049667,0.01254513425757686,-0.12157246173852755,0.09471171625192389,0.982451768091647,0.05874863450912177,0.017891959587877836
NV-500,Las Vegas/Clark County CoC,5083.0,2289.0,2794.0,3574.0,1488.0,2706.0,880.0,1609.0,115.0,1097343,1010123,87220,2295194,16667.0,16000.0,667.0,58276.0,244766.76965200814,348602.2767874441,0.73276001,0.89203,0.84245002,1.29062,1.21182,1.35461,0.88911003,1.20595,0.9168000199999999,1.13021,0.052480001,-0.12327,0.027009999,-0.072209999,0.07626,0.96588999,0.046700001,0.01146
NV-501,"Reno, Sparks/Washoe County CoC",1708.0,928.0,780.0,570.0,352.0,645.0,181.0,187.0,25.0,251733,241420,10313,494281,5102.0,4387.0,715.0,71436.0,336918.44987354043,471643.78182054654,0.80659002,1.00967,0.87541997,1.36307,1.27911,1.4573200000000002,0.99852997,1.2671,1.03295,1.18739,0.12329,-0.15011001,0.022539999,-0.077239998,0.084600002,0.97935998,0.071309999,0.01183
NV-502,Nevada Balance of State CoC,299.0,76.0,223.0,36.0,39.0,73.0,12.0,1.0,1.0,148956,142680,6276,354285,2079.0,1554.0,525.0,57220.182528190584,229148.23535169105,345224.3277541142,0.8230044476697291,0.9128958769953851,0.8797966466944973,1.2003887375031401,1.0313640699908548,1.2525031068278363,0.9684783162331174,1.1018078696686,0.9337820372124137,0.9633355036638582,0.09153469757270474,-0.1366039490135851,0.02108443785800669,-0.06910437650540102,0.09896026195612005,0.9765839802777142,0.08368944799712943,0.017530829282097746
NY-500,"Rochester, Irondequoit, Greece/Monroe County CoC",521.0,488.0,33.0,318.0,198.0,202.0,93.0,286.0,1.0,363970,345113,18857,756547,18466.0,16250.0,2216.0,60046.0,126872.06151600482,193446.55898615337,0.71841002,1.0901,0.7782800199999999,1.40669,1.33799,1.4827,0.90170002,1.32693,1.10184,1.27538,0.13687,-0.11739,0.01066,-0.049090002,0.092540003,0.9915500299999999,0.059739999,0.012419999999999999
NY-501,"Elmira/Steuben, Allegany, Livingston, Chemung, Schuyler Counties CoC",256.0,245.0,11.0,136.0,106.0,211.0,6.0,27.0,2.0,134438,127808,6630,302285,5214.0,4671.0,543.0,51237.77924806061,75201.57594613322,129750.71517384463,0.7908402375178061,0.8823271719715831,0.8158224827120433,1.2487642099343335,1.0024114534176687,1.2657033364457384,0.8972770801096979,1.0888491339864697,0.8757403066506113,0.9236278558289694,0.09154853012738973,-0.16302610170220158,-0.008277704416133782,-0.0862129320834709,0.11114931594356318,0.9931245547694063,0.060796102526155776,0.02171799062783135
NY-503,Albany City & County CoC,723.0,674.0,49.0,573.0,146.0,296.0,71.0,389.0,7.0,158446,151431,7015,316301,8588.0,7213.0,1375.0,70947.0,190677.84021175475,267870.58303139603,0.8739100100000001,1.07797,0.93122,1.46298,1.33889,1.50296,1.02947,1.35575,1.10912,1.29037,0.09544,-0.10858,0.02809,-0.037599999,0.098899998,0.9780700199999999,0.081419997,0.022879999
NY-505,"Syracuse, Auburn/Onondaga, Oswego, Cayuga Counties CoC",469.0,457.0,12.0,266.0,196.0,261.0,52.0,159.0,2.0,310389,294835,15554,666009,15125.0,13561.0,1564.0,57701.50154877787,109443.56648695857,167533.2266702287,0.7791371515306701,0.9816424610159322,0.8160557009477198,1.3603564252735323,1.2068925804041686,1.4074452603343197,0.9417428146884201,1.220746266131539,1.0148169053546874,1.1345275688601955,0.13325574011762603,-0.1552030863428122,0.03220981171150329,-0.06528977087372244,0.10435665927937908,0.9915701079879401,0.06417716657655076,0.01619647298778845
NY-507,Schenectady City & County CoC,266.0,246.0,20.0,167.0,79.0,104.0,39.0,123.0,3.0,77664,73829,3835,160214,3804.0,3385.0,419.0,62484.0,149750.79358960027,215014.02355506702,0.83007997,0.9221800000000001,0.8376299700000001,1.41808,1.20228,1.44558,0.9381800300000002,1.2682,0.9540200200000001,1.15397,0.10717,-0.13987,0.033369999,-0.041870002,0.093489997,0.9786999800000001,0.065789998,0.01016
NY-508,"Buffalo, Niagara Falls/Erie, Niagara, Orleans, Genesee, Wyoming Counties CoC",663.0,663.0,0.0,406.0,256.0,295.0,76.0,311.0,10.0,605163,572672,32491,1303957,31421.0,27545.0,3876.0,55979.04368702342,131172.2913003036,201795.01847140075,0.7867029481455907,0.9129331405813996,0.7734378975855645,1.350521009711133,1.2100660024702194,1.4098512091733086,0.8822998958145323,1.2568681465758305,0.9318112024855114,1.146615200851255,0.12435180211751769,-0.12456621851585598,0.0200872978597069,-0.0560533841568564,0.10063185183920942,0.9919981018059262,0.06548372828095098,0.014866384075548503
NY-510,Ithaca/Tompkins County CoC,144.0,123.0,21.0,93.0,51.0,92.0,11.0,41.0,0.0,49783,47908,1875,106044,2766.0,2517.0,249.0,51377.0,167670.3065320541,253301.7363795561,1.05003,1.11856,1.03251,1.5588599000000003,1.2796000000000003,1.5449899,1.1517,1.38544,1.14448,1.19019,0.10348999999999998,-0.11517,0.02265,-0.075120002,0.09707000099999999,0.97943997,0.22571,0.040630002
NY-511,"Binghamton, Union Town/Broome, Otsego, Chenango, Delaware, Cortland, Tioga Counties CoC",318.0,318.0,0.0,211.0,106.0,242.0,23.0,56.0,0.0,195264,185710,9554,445427,5866.0,4914.0,952.0,50963.05788153839,89082.41747455714,143142.77365695476,0.8245107010530345,0.9457794478077889,0.850280148800185,1.2898526313319578,1.0719244082724444,1.31166838767385,0.9397027084968357,1.129940525652913,0.9457638773546956,0.9949583470197138,0.09489614198972672,-0.16084761637514117,-0.0006436358011674193,-0.07748675904108193,0.10914029416716993,0.9925319851944763,0.09416338604486031,0.021312461721887086
NY-512,Troy/Rensselaer County CoC,173.0,158.0,15.0,73.0,98.0,92.0,30.0,64.0,0.0,81726,78127,3599,160740,3559.0,2882.0,677.0,58126.0,158195.539627351,230022.16491391519,0.8769000199999999,1.08389,0.8985099800000002,1.4222701,1.27439,1.4583,1.04721,1.27811,1.1180201,1.2144901,0.142,-0.14098001,0.030519999999999995,-0.049320001,0.10364,0.9795799900000001,0.076679997,0.015790001
NY-513,"Wayne, Ontario, Seneca, Yates Counties CoC",309.0,309.0,0.0,167.0,138.0,232.0,38.0,53.0,1.0,125668,120157,5511,262071,4147.0,3723.0,424.0,55948.09062811223,117484.73377761905,189486.30395092093,0.8701192411215282,0.9570208319896517,0.9178901988960244,1.3153605338629608,1.0791152543933131,1.3463517077433214,1.0011658191330977,1.1652820406305924,0.9662225418994089,1.009432138610758,0.08275843778912204,-0.15533965764102092,0.007751410973091033,-0.06996053818230176,0.10993365007955859,0.9880940060634332,0.0862935491354671,0.02035214542130186
NY-514,"Jamestown, Dunkirk/Chautauqua County CoC",107.0,107.0,0.0,49.0,57.0,91.0,38.0,10.0,0.0,53569,50589,2980,126785,2703.0,2486.0,217.0,47642.0,63941.43374867265,119060.49416197265,0.6905999800000001,0.73961997,0.65719002,1.1845,0.89315999,1.16102,0.72750002,0.94339001,0.72978997,0.79885,0.096649997,-0.23068,-0.01347,-0.11806,0.11125000000000002,0.99466997,0.090970002,0.019160001
NY-518,"Utica, Rome/Oneida, Madison Counties CoC",143.0,143.0,0.0,94.0,49.0,89.0,16.0,38.0,3.0,161154,152895,8259,357421,8258.0,6995.0,1263.0,53266.48321727039,97146.75423525399,156605.504262869,0.7867972988788292,0.8992754116678651,0.7875264758580778,1.2685699758276656,1.0759860899657268,1.2917095966940948,0.8771314534368153,1.0955937102464601,0.9184755571031642,1.0097440738931958,0.10328545982085552,-0.17959449926064783,0.021098573402535944,-0.06614859340288064,0.11076297984729494,0.9926429765594634,0.06005887796774392,0.015362294541722507
NY-519,"Columbia, Greene Counties CoC",117.0,117.0,0.0,69.0,48.0,81.0,14.0,23.0,5.0,51060,48857,2203,110532,1427.0,1384.0,43.0,61205.03997937249,197223.6933511838,297015.4032403347,0.8798267641843992,0.9322402301714435,0.8854928794388955,1.371484806300438,1.0392140208265481,1.3807892560525459,0.9966447884329425,1.2245851312678684,0.9426823965371114,0.9837068397833206,0.11148182662932,-0.12770065863279412,0.01110053649621829,-0.05660987538861144,0.11281722985198855,0.9921734704047697,0.08627049318184779,0.027761458129772373
NY-520,"Franklin, Essex Counties CoC",40.0,40.0,0.0,29.0,10.0,26.0,2.0,2.0,0.0,36170,34441,1729,84332,2003.0,1815.0,188.0,51068.45738272542,78228.90526517245,152492.62970329457,0.811848186937343,0.8892107525318976,0.8047950599468766,1.2608593459185125,1.0191375719537068,1.2465790722382961,0.869581626142864,1.06587993074515,0.8970804155357397,0.9454367166484845,0.07434173372058056,-0.17091062087938147,0.010714403073566381,-0.08059754876805958,0.14154951568420054,0.997494570432576,0.06857935115524356,0.02882999182104065
NY-522,"Jefferson, Lewis, St. Lawrence Counties CoC",93.0,77.0,16.0,48.0,29.0,61.0,1.0,16.0,0.0,55724,52885,2839,144425,3190.0,2894.0,296.0,53407.588748485374,94275.96148949604,158821.64755647944,0.8775204163832439,0.9593706718940628,0.8924876770746062,1.2393564015925222,1.0635337049202007,1.2688238469794009,0.9509733535641336,1.0986908703479314,0.9791230469264325,1.00826326118816,0.06150193499151809,-0.15486332918435175,0.018640887780370433,-0.05587395257053834,0.10573433838130517,0.9895940360446599,0.0687532502939588,0.01713406196988056
NY-523,"Glens Falls, Saratoga Springs/Saratoga, Washington, Warren, Hamilton Counties CoC",237.0,230.0,7.0,153.0,75.0,193.0,35.0,27.0,1.0,181901,174362,7539,369824,4046.0,3602.0,444.0,68640.39005581033,192802.58347885087,285611.2207716916,0.9773319840604989,1.1057357283635187,1.047024656285314,1.4253131795394565,1.2105518616686586,1.4801715675564593,1.1465861832912412,1.30450862058033,1.1172558622318725,1.1557766418641031,0.08750480718539087,-0.13603929636254,0.010054955787631955,-0.047750790360828396,0.10235564373864324,0.9790634699375379,0.0931593232532556,0.018404326595583304
NY-600,New York City CoC,68358.0,65975.0,2383.0,37726.0,30174.0,13003.0,24831.0,49370.0,829.0,4091972,3681366,410606,8459001,389968.0,355299.0,34669.0,83588.86510747546,351237.7463599424,643032.8933006594,0.7792448703053197,0.7007152281891987,0.8773698837467462,1.4685010051673477,0.9699497099693356,1.5616071494288628,1.008445571104673,1.4435008294239946,0.6968504589271322,0.9329152922608107,0.1281304497658766,-0.08115553942235436,-0.006673318537820292,-0.040009429402963405,0.07772578350792488,0.9395713290329933,0.04787843717186001,0.009580176647715849
NY-601,Poughkeepsie/Dutchess County CoC,536.0,516.0,20.0,289.0,225.0,243.0,84.0,230.0,1.0,144326,137869,6457,298039,4675.0,3927.0,748.0,67256.0,261816.16158434705,358469.599080679,0.95771003,1.25058,1.01643,1.46461,1.41864,1.51308,1.12957,1.37646,1.26415,1.3713,0.10016,-0.099260002,0.01073,-0.03452,0.10291,0.98387003,0.081110001,0.018680001
NY-602,"Newburgh, Middletown/Orange County CoC",280.0,242.0,38.0,174.0,106.0,132.0,43.0,117.0,1.0,186835,178023,8812,404997,5481.0,4658.0,823.0,58883.0,222204.5035499439,324080.0580119311,0.8483499899999999,1.1849,0.87551999,1.38465,1.40379,1.45815,1.02791,1.29478,1.23234,1.3528800000000003,0.14825,-0.12617999,0.0385,-0.037629999,0.10025,0.98229003,0.072169997,0.016039999
NY-603,"Nassau, Suffolk Counties CoC",3050.0,2912.0,138.0,1560.0,1487.0,1081.0,613.0,1737.0,17.0,1501614,1433461,68153,2924230,25030.0,21872.0,3158.0,90008.95050184151,422993.293646709,554825.5626083261,0.9473712827452628,1.2612570417443225,1.0117759544632263,1.5234321025090365,1.5706751066883247,1.6534248138279135,1.1056825214050194,1.563389297411216,1.2876167868357826,1.5263539240815531,0.08493204991391991,-0.057726565599372136,0.020482608380404412,-0.029343873376880752,0.10123184348016401,0.9757320080849455,0.05929837425449981,0.011791240169206938
NY-604,"Yonkers, Mount Vernon/Westchester County CoC",1383.0,1287.0,96.0,716.0,661.0,377.0,385.0,961.0,1.0,487910,464437,23473,999607,24029.0,20905.0,3124.0,119705.0,443892.6188268804,662407.4739403655,0.81660002,1.12902,0.83241999,1.5499001,1.59206,1.64877,0.98014998,1.53179,1.17624,1.53775,0.15073,-0.076360002,0.040139999,-0.035319999,0.093680002,0.96771002,0.050700001,0.01653
NY-606,Rockland County CoC,53.0,53.0,0.0,34.0,19.0,30.0,17.0,17.0,0.0,156366,149461,6905,339256,6510.0,5663.0,847.0,69173.0,367004.488437022,519164.57735971874,0.71461999,1.24985,0.74765003,1.51389,1.5980699999999999,1.5784000000000002,0.89642,1.44214,1.35674,1.53318,0.16595,-0.094489999,0.078780003,-0.042319998,0.10614999999999998,0.98825002,0.05091,0.018060001
NY-608,Kingston/Ulster County CoC,340.0,340.0,0.0,168.0,170.0,183.0,54.0,106.0,1.0,87347,83249,4098,183704,3448.0,2965.0,483.0,60557.0,214113.68610551828,315126.7999439831,0.9071299999999999,1.0885,0.91192001,1.42063,1.20287,1.42062,1.00528,1.2442,1.1021399,1.1390899,0.092869997,-0.1418,0.01238,-0.055989999000000006,0.10927,0.9888100000000001,0.093029998,0.033349998
OH-500,Cincinnati/Hamilton County CoC,1016.0,985.0,31.0,624.0,390.0,313.0,16.0,660.0,1.0,415252,395045,20207,827501,25488.0,22939.0,2549.0,67845.0,123716.64533961132,201219.47633175782,0.7000899899999999,0.99598002,0.76424998,1.4802901,1.31522,1.5366200000000003,0.8869900100000001,1.34922,1.00166,1.26425,0.13838001,-0.1389,0.0056699999,-0.04032000200000001,0.089699998,0.99039,0.075769998,0.015969999
OH-501,Toledo/Lucas County CoC,383.0,383.0,0.0,209.0,173.0,174.0,18.0,190.0,2.0,204500,191793,12707,429360,12263.0,11281.0,982.0,54105.0,49799.186766235216,123485.285939494,0.62805003,0.8416,0.63015997,1.31394,1.23864,1.3575799,0.73547,1.19081,0.8442300000000001,1.14534,0.14319,-0.14004999,0.0031099999000000003,-0.081459999,0.096790001,0.99479002,0.073650002,0.01475
OH-502,Cleveland/Cuyahoga County CoC,1557.0,1557.0,0.0,1012.0,535.0,434.0,129.0,1088.0,10.0,596287,558946,37341,1247808,38740.0,35640.0,3100.0,62790.0,82008.63283391362,156582.84933017677,0.70183003,0.80729997,0.72952998,1.39689,1.2384501,1.4366,0.79079002,1.2918,0.81643999,1.16954,0.077480003,-0.11208,0.0112,-0.058929998,0.086659998,0.98492998,0.059950001999999995,0.01506
OH-503,Columbus/Franklin County CoC,1365.0,1365.0,0.0,826.0,536.0,375.0,68.0,872.0,18.0,707069,671944,35125,1317560,24305.0,21388.0,2917.0,58689.0,134653.8875611062,230163.7262042646,0.79273999,0.96307999,0.86066997,1.45893,1.29054,1.5058,0.95389998,1.32055,0.9532899900000001,1.22528,0.097730003,-0.14027999,-0.01027,-0.053259999,0.091159999,0.97970003,0.083250001,0.01347
OH-504,Youngstown/Mahoning County CoC,62.0,62.0,0.0,14.0,46.0,29.0,21.0,21.0,1.0,98540,92283,6257,226443,5192.0,4568.0,624.0,50968.0,43490.90389316377,111527.70290051727,0.67082,0.85680997,0.71025002,1.25539,1.0363801,1.31152,0.79092997,1.10891,0.8367599799999998,0.9819099899999999,0.10201,-0.18269999,-0.02396,-0.055470001,0.10603,0.9931600099999999,0.049849998000000006,0.015760001
OH-505,"Dayton, Kettering/Montgomery County CoC",568.0,568.0,0.0,317.0,248.0,271.0,5.0,247.0,1.0,246953,233108,13845,536169,12093.0,10883.0,1210.0,54822.0,69550.08290136985,141144.08842488079,0.69151998,0.91943002,0.70889997,1.34176,1.17936,1.40168,0.80888999,1.20566,0.91482002,1.11395,0.12362,-0.16259,-0.0050400002,-0.058710001,0.09409,0.9882699799999999,0.085919999,0.01462
OH-506,Akron/Summit County CoC,394.0,315.0,79.0,245.0,149.0,229.0,4.0,144.0,1.0,264828,250394,14434,537247,14039.0,13477.0,562.0,60771.0,82097.67127837507,164117.48674799208,0.73465002,0.9925100200000001,0.80364001,1.37565,1.23599,1.42317,0.87822998,1.24853,0.9817100200000001,1.17967,0.084930003,-0.13988,-0.011,-0.047740001,0.10293,0.98707998,0.066399999,0.01565
OH-507,Ohio Balance of State CoC,2336.0,2336.0,0.0,1193.0,1137.0,1728.0,133.0,460.0,8.0,2499929,2376371,123558,5249576,77011.0,68139.0,8872.0,52008.751542600774,95328.55119767289,170279.50030440706,0.8100549183473504,0.8968061723888081,0.8505755433783719,1.2809742930872512,1.0395446989225225,1.3090344600233237,0.9253221899814499,1.1003013871131573,0.8970532886392368,0.9626486364808204,0.08143933138716937,-0.19472578970541238,-0.0010469446447697068,-0.0834922364463429,0.10729685714743495,0.9875260667969166,0.08242993346151099,0.016718849264495267
OH-508,"Canton, Massillon, Alliance/Stark County CoC",234.0,191.0,43.0,109.0,124.0,110.0,8.0,94.0,2.0,182086,172558,9528,373659,6573.0,5849.0,724.0,52426.0,78422.29581056352,155008.45166339687,0.73763001,0.86396998,0.79088998,1.2802,1.07919,1.3407201,0.8777700100000001,1.1285501,0.8673400300000002,1.01211,0.09898000200000001,-0.18799999,0.0038900001,-0.06628,0.10232,0.9906200200000002,0.089680001,0.015769999
OK-500,North Central Oklahoma CoC,132.0,121.0,11.0,69.0,63.0,111.0,7.0,6.0,0.0,98974,95330,3644,218676,2226.0,2063.0,163.0,46778.13992847866,54158.457253088105,124515.51179195904,0.8315479388666794,0.8678358944635443,0.853461933349979,1.325925594486821,1.04074774770272,1.3583100121558838,0.9399599675786096,1.1357529273720024,0.8769667934726719,0.9325425924916771,0.09528021967003696,-0.19749346622665498,0.010357704734470174,-0.11561110545427025,0.10278682310816002,0.9896007220464523,0.08599592654901772,0.01836602919387587
OK-501,Tulsa City & County CoC,1043.0,756.0,287.0,663.0,372.0,611.0,65.0,207.0,11.0,324695,311008,13687,673961,12035.0,10590.0,1445.0,66535.0,95664.39521500084,178497.92575479063,0.73294997,0.94303,0.8153099999999999,1.4025,1.27274,1.48426,0.89319998,1.26626,0.96776998,1.2048399,0.087200001,-0.17216,0.025560001,-0.056359999,0.086599998,0.98179001,0.084930003,0.01427
OK-503,Oklahoma Balance of State CoC,125.0,125.0,0.0,75.0,49.0,88.0,52.0,25.0,0.0,150989,145769,5220,314799,2825.0,2544.0,281.0,48728.957493511734,56337.0811617132,130940.60332241886,0.8119762785366853,0.8089896586732168,0.8832560607881219,1.2748212353647883,0.9189344870124428,1.3232457684852874,0.945113030609786,1.0973481765333435,0.8093315506958408,0.8452489403488258,0.0671750237485964,-0.2086945126693541,0.00019199525044996942,-0.08579315219085354,0.10364135746736806,0.9901090262004645,0.09785906190515853,0.019841284667622833
OK-504,Norman/Cleveland County CoC,106.0,106.0,0.0,60.0,46.0,74.0,9.0,20.0,2.0,144833,139956,4877,298099,2338.0,2080.0,258.0,49946.0,136076.9067458979,195260.3060821104,0.87399,1.02633,0.95697999,1.3803999,1.2389801,1.4436899,1.0218,1.2361701,1.07856,1.13354,0.063440003,-0.16788,0.048420001,-0.093010001,0.088200003,0.95561999,0.095310003,0.014510000000000002
OK-505,Northeast Oklahoma CoC,79.0,79.0,0.0,34.0,43.0,61.0,3.0,2.0,0.0,131238,126094,5144,293545,2414.0,2136.0,278.0,49148.50111567221,64103.628131776124,132894.11439605756,0.7313889115036536,0.6871208406174862,0.755398147967126,1.1713164685687034,0.8083002575164625,1.1854505468010015,0.8094073786657582,0.9442398722971606,0.6908765131452418,0.7192413987594407,0.06307676950620483,-0.2590963342484798,0.0021923992233378177,-0.12719199525817507,0.10661931771960007,0.9935443139952987,0.09323285414122537,0.017517379427998775
OK-506,Southwest Oklahoma Regional CoC,61.0,61.0,0.0,15.0,46.0,38.0,12.0,15.0,1.0,175710,168765,6945,401177,3956.0,3575.0,381.0,47661.94845168093,50967.97587818301,117261.42442238494,0.8011029029180385,0.8082261821868403,0.8558565647761462,1.2369713884756603,0.9345131377834721,1.2780083634749748,0.9228426337175112,1.06925093618348,0.809015625569786,0.8580954762647162,0.07304688670846003,-0.19676953242125045,0.0006389210080032005,-0.08745990067511349,0.09966858838011153,0.9887668694650741,0.08826272565587757,0.015621750498665175
OK-507,Southeastern Oklahoma Regional CoC,476.0,411.0,65.0,264.0,212.0,286.0,15.0,65.0,0.0,259249,247825,11424,599260,9416.0,8081.0,1335.0,44985.668272536124,52612.93867950769,119614.71565774216,0.7291231859618029,0.7248560630731903,0.7670506993653506,1.1531432997902413,0.8612109585920135,1.171734505400494,0.8099161968107833,0.9493801434260755,0.7176287746046791,0.778426462613707,0.05115137540543804,-0.23523054749944933,-0.010166823369624704,-0.10704777138376999,0.1057146897445466,0.9936359723686881,0.10590691156433268,0.014510817204760038
OR-500,"Eugene, Springfield/Lane County CoC",2317.0,327.0,1990.0,1514.0,789.0,1930.0,205.0,71.0,5.0,182572,172491,10081,384063,5072.0,4767.0,305.0,55146.0,295895.00511904305,387257.3675873032,0.83085001,0.90088999,0.8124099999999999,1.3354501,1.06821,1.34728,0.87902999,1.1531399,0.88602,0.97737998,0.075790003,-0.16835,-0.016790001,-0.092919998,0.089419998,0.97922999,0.11024,0.018449999
OR-501,"Portland, Gresham/Multnomah County CoC",1780.0,1780.0,0.0,1159.0,577.0,1192.0,231.0,289.0,17.0,461480,436178,25302,805593,16835.0,14983.0,1852.0,70331.0,364851.47139241156,481646.2567207959,0.91854,0.94975001,1.00783,1.53157,1.22796,1.5809,1.07748,1.39688,0.97245997,1.14636,0.06464,-0.13174,0.02335,-0.07119,0.081749998,0.9436000000000001,0.10514,0.01651
OR-502,"Medford, Ashland/Jackson County CoC",773.0,349.0,424.0,477.0,291.0,651.0,179.0,26.0,6.0,107177,101312,5865,224327,3078.0,2800.0,278.0,56842.0,290332.1598388072,386299.15607798245,0.75441003,0.83499002,0.77581,1.26677,1.0156,1.2766401,0.83688998,1.0763201,0.85486001,0.92800999,0.072980002,-0.18612,0.023250001,-0.094379999,0.087739997,0.98504001,0.11906,0.01888
OR-503,Central Oregon CoC,1116.0,318.0,798.0,692.0,416.0,928.0,102.0,29.0,2.0,123740,116907,6833,256233,1632.0,1496.0,136.0,63619.20130506219,359900.06947669183,510685.4189739523,0.9146479143702803,0.866049269143748,0.8855894907857302,1.411541410338637,1.0163136636817272,1.4197784117190213,0.9910390219351138,1.2234385024279464,0.8874863655294984,0.9467028123866951,0.10747680108628085,-0.16136613422158735,0.023491109046246968,-0.07684864757409077,0.09204550809084702,0.9745165619974397,0.08306430980459972,0.017975551392677758
OR-505,Oregon Balance of State CoC,1305.0,1305.0,0.0,758.0,534.0,1127.0,92.0,23.0,6.0,721329,682541,38788,1557916,21975.0,18715.0,3260.0,52484.74326664596,254964.16620205247,349650.7905723069,0.7682520138615112,0.8957777276650218,0.7681997670913964,1.2483711641639859,1.0393763341306976,1.25880009983985,0.8666244320086577,1.0633106581851717,0.9048902653789229,0.9517398116820226,0.11508322397200299,-0.18588342216369816,0.009113312209127257,-0.09346219590228862,0.09864486895666004,0.9808017071654569,0.09204805046759452,0.020043268382903188
OR-506,"Hillsboro, Beaverton/Washington County CoC",716.0,359.0,357.0,470.0,242.0,589.0,115.0,50.0,6.0,327552,313117,14435,602494,4272.0,3716.0,556.0,71537.0,387904.2197743676,508524.3929607801,0.97408998,1.20093,1.03113,1.46714,1.43098,1.56259,1.198,1.3834,1.24405,1.33262,0.13929,-0.12952,0.03466,-0.073810004,0.088200003,0.94555998,0.068049997,0.01019
OR-507,Clackamas County CoC,492.0,191.0,301.0,235.0,255.0,391.0,68.0,27.0,3.0,222801,211961,10840,423763,2992.0,2603.0,389.0,71504.0,391585.7053475432,529654.9571526434,0.97426999,1.1880701,1.08191,1.4439,1.3659199000000002,1.51739,1.13043,1.31457,1.20876,1.30015,0.042920001,-0.15429001,0.01712,-0.050579999,0.089879997,0.94410998,0.08547999699999999,0.01462
PA-501,Harrisburg/Dauphin County CoC,358.0,322.0,36.0,236.0,122.0,129.0,39.0,183.0,1.0,145287,136639,8648,288187,6650.0,5852.0,798.0,58741.0,108736.30373543117,194292.48666099986,0.75862002,1.03929,0.82445002,1.37054,1.2449,1.43253,0.9331499899999999,1.2713,1.0311,1.18678,0.11649,-0.12683,-0.0079500005,-0.048980001,0.10061,0.98841,0.06060999999999999,0.0219
PA-502,"Upper Darby, Chester, Haverford/Delaware County CoC",279.0,229.0,50.0,122.0,132.0,80.0,14.0,170.0,1.0,298233,280675,17558,576772,7191.0,6471.0,720.0,77180.0,139513.0893022339,265821.3481777878,0.87858999,1.10627,0.9244400299999999,1.51081,1.42285,1.54171,0.98258001,1.41184,1.1281,1.36563,0.05917000000000001,-0.091990001,0.01935,-0.041900001,0.093819998,0.9783199999999999,0.058929998000000004,0.01306
PA-503,"Wilkes-Barre, Hazleton/Luzerne County CoC",138.0,138.0,0.0,61.0,76.0,86.0,19.0,44.0,0.0,157636,145451,12185,325889,9059.0,8062.0,997.0,52300.0,70757.58293906176,135887.0789798218,0.77534997,0.90856999,0.81997001,1.3059601,1.06943,1.35497,0.91347998,1.15374,0.91329002,0.9926099799999999,0.10235999999999999,-0.17442,0.0051699998,-0.07739,0.099890001,0.99111003,0.050700000999999995,0.01081
PA-504,"Lower Merion, Norristown, Abington/Montgomery County CoC",261.0,221.0,40.0,132.0,126.0,98.0,24.0,152.0,1.0,459375,437689,21686,864022,5886.0,4885.0,1001.0,88671.0,242530.49873162617,367238.0508471588,1.05414,1.2503799999999998,1.07003,1.60303,1.51774,1.6595899999999997,1.16032,1.5333,1.2830200000000003,1.47236,0.077809997,-0.082359999,0.02544,-0.030820001,0.096280001,0.96341997,0.068499997,0.017689999
PA-505,Chester County CoC,327.0,327.0,0.0,201.0,126.0,164.0,41.0,151.0,2.0,288974,277371,11603,540864,3905.0,3280.0,625.0,95483.0,273397.20160833077,420932.4274873122,1.0078,1.27724,1.05681,1.59848,1.57355,1.6574399,1.22093,1.53688,1.34236,1.52586,0.13441999,-0.078450002,0.04851,-0.031259999,0.10143,0.9732499699999999,0.075049996,0.019169999
PA-506,Reading/Berks County CoC,513.0,506.0,7.0,326.0,187.0,358.0,206.0,117.0,0.0,212766,199614,13152,429612,4347.0,3999.0,348.0,57970.0,128411.70303845889,216829.3800711714,0.78762001,1.02161,0.8690099699999999,1.3960299,1.27678,1.44912,0.93373001,1.3045000000000002,1.01992,1.21068,0.069310002,-0.11086,-0.00166,-0.0546,0.091540001,0.98592001,0.059719998,0.013680000000000001
PA-508,Scranton/Lackawanna County CoC,165.0,157.0,8.0,97.0,66.0,126.0,18.0,31.0,2.0,103916,97207,6709,215957,6488.0,5839.0,649.0,54380.0,80623.31962552655,149092.5371359427,0.83389997,0.88696998,0.88393998,1.36747,1.05193,1.4087000000000003,0.98613,1.2101901,0.8978300099999998,0.95372999,0.10362999999999999,-0.16403,0.01209,-0.10297,0.10575,0.99368,0.075269997,0.01403
